"Index"	"date"	"asset"	"price"
125	"Apr 2011"	"NMSCX.Adjusted"	1.11956385065785
126	"May 2011"	"NMSCX.Adjusted"	1.18445026274471
127	"Jun 2011"	"NMSCX.Adjusted"	1.14041183520886
128	"Jul 2011"	"NMSCX.Adjusted"	1.21652071923484
129	"Aug 2011"	"NMSCX.Adjusted"	1.18784434343027
130	"Sep 2011"	"NMSCX.Adjusted"	1.25034692109191
131	"Oct 2011"	"NMSCX.Adjusted"	1.30727053189124
132	"Nov 2011"	"NMSCX.Adjusted"	1.3119883158686
133	"Dec 2011"	"NMSCX.Adjusted"	1.33887919981757
134	"Jan 2012"	"NMSCX.Adjusted"	1.36796168620805
135	"Feb 2012"	"NMSCX.Adjusted"	1.31435555090325
136	"Mar 2012"	"NMSCX.Adjusted"	1.31118543311826
137	"Apr 2012"	"NMSCX.Adjusted"	1.3175892498455
138	"May 2012"	"NMSCX.Adjusted"	1.2814197861016
139	"Jun 2012"	"NMSCX.Adjusted"	1.27896937647256
140	"Jul 2012"	"NMSCX.Adjusted"	1.27404754460517
141	"Aug 2012"	"NMSCX.Adjusted"	1.27523681792167
142	"Sep 2012"	"NMSCX.Adjusted"	1.22048100155635
143	"Oct 2012"	"NMSCX.Adjusted"	1.03359652690093
144	"Nov 2012"	"NMSCX.Adjusted"	1.05042337717099
145	"Dec 2012"	"NMSCX.Adjusted"	1.04142398649654
146	"Jan 2013"	"NMSCX.Adjusted"	1.00527379160676
147	"Feb 2013"	"NMSCX.Adjusted"	1.07799556010389
148	"Mar 2013"	"NMSCX.Adjusted"	1.09577387470901
149	"Apr 2013"	"NMSCX.Adjusted"	1.06836613937244
150	"May 2013"	"NMSCX.Adjusted"	1.10544479824513
151	"Jun 2013"	"NMSCX.Adjusted"	1.02420294211451
152	"Jul 2013"	"NMSCX.Adjusted"	1.06735695414692
153	"Aug 2013"	"NMSCX.Adjusted"	1.04617594824392
154	"Sep 2013"	"NMSCX.Adjusted"	1.10913156586033
155	"Oct 2013"	"NMSCX.Adjusted"	0.991987474566584
156	"Nov 2013"	"NMSCX.Adjusted"	0.991159214082715
157	"Dec 2013"	"NMSCX.Adjusted"	1.01801888196368
158	"Jan 2014"	"NMSCX.Adjusted"	1.06057267705952
159	"Feb 2014"	"NMSCX.Adjusted"	1.03689999469527
160	"Mar 2014"	"NMSCX.Adjusted"	1.04366830594137
161	"Apr 2014"	"NMSCX.Adjusted"	1.0900349789509
162	"May 2014"	"NMSCX.Adjusted"	1.0580374015552
163	"Jun 2014"	"NMSCX.Adjusted"	1.11859688521194
164	"Jul 2014"	"NMSCX.Adjusted"	1.19132261096667
165	"Aug 2014"	"NMSCX.Adjusted"	1.33127748040051
166	"Sep 2014"	"NMSCX.Adjusted"	1.22402302088006
167	"Mar 2010"	"VEA.Adjusted"	0
168	"Apr 2010"	"VEA.Adjusted"	0
169	"May 2010"	"VEA.Adjusted"	0
170	"Jun 2010"	"VEA.Adjusted"	0
171	"Jul 2010"	"VEA.Adjusted"	0
172	"Aug 2010"	"VEA.Adjusted"	0
173	"Sep 2010"	"VEA.Adjusted"	0
174	"Oct 2010"	"VEA.Adjusted"	0
175	"Nov 2010"	"VEA.Adjusted"	0
176	"Dec 2010"	"VEA.Adjusted"	0
177	"Jan 2011"	"VEA.Adjusted"	0
178	"Feb 2011"	"VEA.Adjusted"	1.17737732665313
179	"Mar 2011"	"VEA.Adjusted"	1.1947880940782
180	"Apr 2011"	"VEA.Adjusted"	1.21219092913988
181	"May 2011"	"VEA.Adjusted"	1.14156487642707
182	"Jun 2011"	"VEA.Adjusted"	1.29828035663163
183	"Jul 2011"	"VEA.Adjusted"	1.18192743842945
184	"Aug 2011"	"VEA.Adjusted"	1.31966323689329
185	"Sep 2011"	"VEA.Adjusted"	1.42897837327495
186	"Oct 2011"	"VEA.Adjusted"	1.25096948700449
187	"Nov 2011"	"VEA.Adjusted"	1.2426786694066
188	"Dec 2011"	"VEA.Adjusted"	1.20365781680462
189	"Jan 2012"	"VEA.Adjusted"	1.22055392464197
190	"Feb 2012"	"VEA.Adjusted"	1.22520045381359
191	"Mar 2012"	"VEA.Adjusted"	1.19807872008367
192	"Apr 2012"	"VEA.Adjusted"	1.16214172131465
193	"May 2012"	"VEA.Adjusted"	1.21718894972536
194	"Jun 2012"	"VEA.Adjusted"	1.28164878920325
195	"Jul 2012"	"VEA.Adjusted"	1.30073278844577
196	"Aug 2012"	"VEA.Adjusted"	1.3211091373952
197	"Sep 2012"	"VEA.Adjusted"	1.30387152837845
198	"Oct 2012"	"VEA.Adjusted"	1.41933806144827
199	"Nov 2012"	"VEA.Adjusted"	1.39106194534406
200	"Dec 2012"	"VEA.Adjusted"	1.37020317296152
201	"Jan 2013"	"VEA.Adjusted"	1.28165628166992
202	"Feb 2013"	"VEA.Adjusted"	1.28828803485496
203	"Mar 2013"	"VEA.Adjusted"	1.27228992272024
204	"Apr 2013"	"VEA.Adjusted"	1.26960678660715
205	"May 2013"	"VEA.Adjusted"	0.466957993526483
206	"Jun 2013"	"VEA.Adjusted"	0.487947946977697
207	"Jul 2013"	"VEA.Adjusted"	0.595626852740501
208	"Aug 2013"	"VEA.Adjusted"	0.61347220916193
209	"Sep 2013"	"VEA.Adjusted"	0.722353340889567
210	"Oct 2013"	"VEA.Adjusted"	0.774392768489469
211	"Nov 2013"	"VEA.Adjusted"	0.794859862924495
212	"Dec 2013"	"VEA.Adjusted"	0.869205799040485
213	"Jan 2014"	"VEA.Adjusted"	0.981994547882689
214	"Feb 2014"	"VEA.Adjusted"	1.02812785785791
215	"Mar 2014"	"VEA.Adjusted"	1.08611263189018
216	"Apr 2014"	"VEA.Adjusted"	1.06176288337141
217	"May 2014"	"VEA.Adjusted"	1.10131908459601
218	"Jun 2014"	"VEA.Adjusted"	1.05798816246274
219	"Jul 2014"	"VEA.Adjusted"	1.09063229156892
220	"Aug 2014"	"VEA.Adjusted"	1.11662809762943
221	"Sep 2014"	"VEA.Adjusted"	0.986619783947301
222	"Mar 2010"	"DEMIX.Adjusted"	0
223	"Apr 2010"	"DEMIX.Adjusted"	0
224	"May 2010"	"DEMIX.Adjusted"	0
225	"Jun 2010"	"DEMIX.Adjusted"	0
226	"Jul 2010"	"DEMIX.Adjusted"	0
227	"Aug 2010"	"DEMIX.Adjusted"	0
228	"Sep 2010"	"DEMIX.Adjusted"	0
229	"Oct 2010"	"DEMIX.Adjusted"	0
230	"Nov 2010"	"DEMIX.Adjusted"	0
231	"Dec 2010"	"DEMIX.Adjusted"	0
232	"Jan 2011"	"DEMIX.Adjusted"	0
233	"Feb 2011"	"DEMIX.Adjusted"	1.01608368075392
234	"Mar 2011"	"DEMIX.Adjusted"	0.972975828465809
235	"Apr 2011"	"DEMIX.Adjusted"	0.971590493653045
236	"May 2011"	"DEMIX.Adjusted"	0.918556099144969
237	"Jun 2011"	"DEMIX.Adjusted"	1.10235637237192
238	"Jul 2011"	"DEMIX.Adjusted"	1.05567583963707
239	"Aug 2011"	"DEMIX.Adjusted"	1.24978854375338
240	"Sep 2011"	"DEMIX.Adjusted"	1.49661208396939
241	"Oct 2011"	"DEMIX.Adjusted"	1.46992378351521
242	"Nov 2011"	"DEMIX.Adjusted"	1.47092490483659
243	"Dec 2011"	"DEMIX.Adjusted"	1.45272989840714
244	"Jan 2012"	"DEMIX.Adjusted"	1.56329199044456
245	"Feb 2012"	"DEMIX.Adjusted"	1.5930527887894
246	"Mar 2012"	"DEMIX.Adjusted"	1.54495308048687
247	"Apr 2012"	"DEMIX.Adjusted"	1.53607649034838
248	"May 2012"	"DEMIX.Adjusted"	1.58579231653759
249	"Jun 2012"	"DEMIX.Adjusted"	1.60683392072296
250	"Jul 2012"	"DEMIX.Adjusted"	1.63967166566264
251	"Aug 2012"	"DEMIX.Adjusted"	1.73019469068346
